lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form
",0.0,1.7500000000000002e-05,k æ n i d
läbe,läbe,"V;IND;SG;1;PRS
",0.00129,0.0002091666666666,l æ b ə
läbe,läbsch,"V;IND;SG;2;PRS
",4e-05,0.0002091666666666,l æ p ʃ
läbe,läbt,"V;IND;SG;3;PRS
",0.00053,0.0002091666666666,l æ p t
läbe,läbed,"V;IND;PL;1;PRS
",0.00013,0.0002091666666666,l æ b ə d
läbe,läbed,"V;IND;PL;2;PRS
",0.00013,0.0002091666666666,l æ b ə d
läbe,läbed,"V;IND;PL;3;PRS
",0.00013,0.0002091666666666,l æ b ə d
läbe,läbi,"V;SBJV;SG;1;PRS
",4e-05,0.0002091666666666,l æ b i
läbe,läbisch,"V;SBJV;SG;2;PRS
",0.0,0.0002091666666666,l æ b i ʃ
läbe,läbi,"V;SBJV;SG;3;PRS
",4e-05,0.0002091666666666,l æ b i
läbe,läbid,"V;SBJV;PL;1;PRS
",6e-05,0.0002091666666666,l æ b i d
läbe,läbid,"V;SBJV;PL;2;PRS
",6e-05,0.0002091666666666,l æ b i d
läbe,läbid,"V;SBJV;PL;3;PRS
",6e-05,0.0002091666666666,l æ b i d
lauffe,lauffe,"V;IND;SG;1;PRS
",7e-05,1.4166666666666668e-05,l ɑ ʊ̯ fː ə
lauffe,lauffsch,"V;IND;SG;2;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ f ʃ
lauffe,laufft,"V;IND;SG;3;PRS
",8e-05,1.4166666666666668e-05,l ɑ ʊ̯ f t
lauffe,lauffed,"V;IND;PL;1;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː ə d̥
lauffe,lauffed,"V;IND;PL;2;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː ə d̥
lauffe,lauffed,"V;IND;PL;3;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː ə d̥
lauffe,lauffi,"V;SBJV;SG;1;PRS
",1e-05,1.4166666666666668e-05,l ɑ ʊ̯ fː ɪ
lauffe,lauffisch,"V;SBJV;SG;2;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː ɪ ʃ
lauffe,lauffi,"V;SBJV;SG;3;PRS
",1e-05,1.4166666666666668e-05,l ɑ ʊ̯ fː ɪ
lauffe,lauffid,"V;SBJV;PL;1;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː i d̥
lauffe,lauffid,"V;SBJV;PL;2;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː i d̥
lauffe,lauffid,"V;SBJV;PL;3;PRS
",0.0,1.4166666666666668e-05,l ɑ ʊ̯ fː i d̥
leere,leere,"V;IND;SG;1;PRS
",0.00039,5.583333333333335e-05,l eː r ə
leere,leersch,"V;IND;SG;2;PRS
",0.00011,5.583333333333335e-05,l eː r ʃ
leere,leert,"V;IND;SG;3;PRS
",2e-05,5.583333333333335e-05,l eː r t
leere,leered,"V;IND;PL;1;PRS
",1e-05,5.583333333333335e-05,l eː r ə d̥
leere,leered,"V;IND;PL;2;PRS
",1e-05,5.583333333333335e-05,l eː r ə d̥
leere,leered,"V;IND;PL;3;PRS
",1e-05,5.583333333333335e-05,l eː r ə d̥
leere,leeri,"V;SBJV;SG;1;PRS
",6e-05,5.583333333333335e-05,l eː r i
leere,leerisch,"V;SBJV;SG;2;PRS
",0.0,5.583333333333335e-05,l eː r i ʃ
leere,leeri,"V;SBJV;SG;3;PRS
",6e-05,5.583333333333335e-05,l eː r i
leere,leerid,"V;SBJV;PL;1;PRS
",0.0,5.583333333333335e-05,l eː r i d̥
leere,leerid,"V;SBJV;PL;2;PRS
",0.0,5.583333333333335e-05,l eː r i d̥
leere,leerid,"V;SBJV;PL;3;PRS
",0.0,5.583333333333335e-05,l eː r i d̥
mache,mache,"V;IND;SG;1;PRS
",0.01764,0.0029691666666666,m ɑ x ə
mache,machsch,"V;IND;SG;2;PRS
",0.00128,0.0029691666666666,m ɑ x ʃ
mache,macht,"V;IND;SG;3;PRS
",0.0101,0.0029691666666666,m ɑ x t
mache,mached,"V;IND;PL;1;PRS
",0.00153,0.0029691666666666,m ɑ x ə d̥
mache,mached,"V;IND;PL;2;PRS
",0.00153,0.0029691666666666,m ɑ x ə d̥
mache,mached,"V;IND;PL;3;PRS
",0.00153,0.0029691666666666,m ɑ x ə d̥
mache,machi,"V;SBJV;SG;1;PRS
",0.00077,0.0029691666666666,m ɑ χ i
mache,machisch,"V;SBJV;SG;2;PRS
",0.0,0.0029691666666666,m ɑ χ i ʃ
mache,machi,"V;SBJV;SG;3;PRS
",0.00077,0.0029691666666666,m ɑ χ i
mache,machid,"V;SBJV;PL;1;PRS
",0.00016,0.0029691666666666,m ɑ χ i d
mache,machid,"V;SBJV;PL;2;PRS
",0.00016,0.0029691666666666,m ɑ χ i d
mache,machid,"V;SBJV;PL;3;PRS
",0.00016,0.0029691666666666,m ɑ χ i d
mäine,mäine,"V;IND;SG;1;PRS
",4e-05,1.9166666666666667e-05,m æ ɪ̯ n ə
mäine,mäinsch,"V;IND;SG;2;PRS
",1e-05,1.9166666666666667e-05,m æ i̯ n ʃ
mäine,mäint,"V;IND;SG;3;PRS
",0.00012,1.9166666666666667e-05,m æ ɪ̯ n t
mäine,mäined,"V;IND;PL;1;PRS
",2e-05,1.9166666666666667e-05,m æ ɪ̯ n ə d
mäine,mäined,"V;IND;PL;2;PRS
",2e-05,1.9166666666666667e-05,m æ ɪ̯ n ə d
mäine,mäined,"V;IND;PL;3;PRS
",2e-05,1.9166666666666667e-05,m æ ɪ̯ n ə d
mäine,mäini,"V;SBJV;SG;1;PRS
",0.0,1.9166666666666667e-05,m æ ɪ̯ n i
mäine,mäinisch,"V;SBJV;SG;2;PRS
",0.0,1.9166666666666667e-05,m æ i̯ n i ʃ
mäine,mäini,"V;SBJV;SG;3;PRS
",0.0,1.9166666666666667e-05,m æ ɪ̯ n i
mäine,mäinid,"V;SBJV;PL;1;PRS
",0.0,1.9166666666666667e-05,m æ i̯ n i d̥
mäine,mäinid,"V;SBJV;PL;2;PRS
",0.0,1.9166666666666667e-05,m æ i̯ n i d̥
mäine,mäinid,"V;SBJV;PL;3;PRS
",0.0,1.9166666666666667e-05,m æ i̯ n i d̥
rede,rede,"V;IND;SG;1;PRS
",0.00165,0.0002141666666666,r e d ə
rede,redsch,"V;IND;SG;2;PRS
",9e-05,0.0002141666666666,r e d ʃ
rede,redt,"V;IND;SG;3;PRS
",0.00041,0.0002141666666666,r e t
rede,reded,"V;IND;PL;1;PRS
",8e-05,0.0002141666666666,r e d ə d
rede,reded,"V;IND;PL;2;PRS
",8e-05,0.0002141666666666,r e d ə d
rede,reded,"V;IND;PL;3;PRS
",8e-05,0.0002141666666666,r e d ə d
rede,redi,"V;SBJV;SG;1;PRS
",6e-05,0.0002141666666666,r e d i
rede,redisch,"V;SBJV;SG;2;PRS
",3e-05,0.0002141666666666,r e d i ʃ
rede,redi,"V;SBJV;SG;3;PRS
",6e-05,0.0002141666666666,r e d i
rede,redid,"V;SBJV;PL;1;PRS
",1e-05,0.0002141666666666,r e d i d
rede,redid,"V;SBJV;PL;2;PRS
",1e-05,0.0002141666666666,r e d i d
rede,redid,"V;SBJV;PL;3;PRS
",1e-05,0.0002141666666666,r e d i d
schaffe,schaffe,"V;IND;SG;1;PRS
",0.00374,0.0004366666666666,ʃ ɑ fː ə
schaffe,schaffsch,"V;IND;SG;2;PRS
",0.00019,0.0004366666666666,ʃ ɑ f ʃ
schaffe,schafft,"V;IND;SG;3;PRS
",0.00068,0.0004366666666666,ʃ ɑ f t
schaffe,schaffed,"V;IND;PL;1;PRS
",0.00012,0.0004366666666666,ʃ ɑ fː ə t
schaffe,schaffed,"V;IND;PL;2;PRS
",0.00012,0.0004366666666666,ʃ ɑ fː ə t
schaffe,schaffed,"V;IND;PL;3;PRS
",0.00012,0.0004366666666666,ʃ ɑ fː ə t
schaffe,schaffi,"V;SBJV;SG;1;PRS
",0.0001,0.0004366666666666,ʃ ɑ fː ɪ
schaffe,schaffisch,"V;SBJV;SG;2;PRS
",1e-05,0.0004366666666666,ʃ ɑ fː ɪ ʃ
schaffe,schaffi,"V;SBJV;SG;3;PRS
",0.0001,0.0004366666666666,ʃ ɑ fː ɪ
schaffe,schaffid,"V;SBJV;PL;1;PRS
",2e-05,0.0004366666666666,ʃ ɑ fː i t
schaffe,schaffid,"V;SBJV;PL;2;PRS
",2e-05,0.0004366666666666,ʃ ɑ fː i t
schaffe,schaffid,"V;SBJV;PL;3;PRS
",2e-05,0.0004366666666666,ʃ ɑ fː i t
schreie,schreie,"V;IND;SG;1;PRS
",0.00017,3.0833333333333335e-05,ʃ r ɛ ɪ̯ ə
schreie,schreisch,"V;IND;SG;2;PRS
",0.0,3.0833333333333335e-05,ʃ r a ɪ̯ ʃ
schreie,schreit,"V;IND;SG;3;PRS
",0.00014,3.0833333333333335e-05,ʃ r ɑ ɪ̯ t
schreie,schreied,"V;IND;PL;1;PRS
",2e-05,3.0833333333333335e-05,ʃ r ɛ ɪ̯ ə d̥
schreie,schreied,"V;IND;PL;2;PRS
",2e-05,3.0833333333333335e-05,ʃ r ɛ ɪ̯ ə d̥
schreie,schreied,"V;IND;PL;3;PRS
",2e-05,3.0833333333333335e-05,ʃ r ɛ ɪ̯ ə d̥
schreie,schreii,"V;SBJV;SG;1;PRS
",0.0,3.0833333333333335e-05,ʃ r ɛ i̯ː
schreie,schreiisch,"V;SBJV;SG;2;PRS
",0.0,3.0833333333333335e-05,ʃ r ɑ ɪ̯ː ʃ
schreie,schreii,"V;SBJV;SG;3;PRS
",0.0,3.0833333333333335e-05,ʃ r ɛ i̯ː
schreie,schreiid,"V;SBJV;PL;1;PRS
",0.0,3.0833333333333335e-05,ʃ r ɛ i̯ː d̥
schreie,schreiid,"V;SBJV;PL;2;PRS
",0.0,3.0833333333333335e-05,ʃ r ɛ i̯ː d̥
schreie,schreiid,"V;SBJV;PL;3;PRS
",0.0,3.0833333333333335e-05,ʃ r ɛ i̯ː d̥
schriibe,schriibe,"V;IND;SG;1;PRS
",0.0008,0.0001308333333333,ʃ r iː b ə
schriibe,schriibsch,"V;IND;SG;2;PRS
",8e-05,0.0001308333333333,ʃ r iː p ʃ
schriibe,schriibt,"V;IND;SG;3;PRS
",0.00021,0.0001308333333333,ʃ r iː p t
schriibe,schriibed,"V;IND;PL;1;PRS
",0.00014,0.0001308333333333,ʃ r iː b ə d
schriibe,schriibed,"V;IND;PL;2;PRS
",0.00014,0.0001308333333333,ʃ r iː b ə d
schriibe,schriibed,"V;IND;PL;3;PRS
",0.00014,0.0001308333333333,ʃ r iː b ə d
schriibe,schriibi,"V;SBJV;SG;1;PRS
",0.0,0.0001308333333333,ʃ r iː b i
schriibe,schriibisch,"V;SBJV;SG;2;PRS
",0.0,0.0001308333333333,ʃ r iː b i ʃ
schriibe,schriibi,"V;SBJV;SG;3;PRS
",0.0,0.0001308333333333,ʃ r iː b i
schriibe,schriibid,"V;SBJV;PL;1;PRS
",2e-05,0.0001308333333333,ʃ r iː b i d
schriibe,schriibid,"V;SBJV;PL;2;PRS
",2e-05,0.0001308333333333,ʃ r iː b i d
schriibe,schriibid,"V;SBJV;PL;3;PRS
",2e-05,0.0001308333333333,ʃ r iː b i d
spile,spile,"V;IND;SG;1;PRS
",0.00083,0.0001233333333333,ʃ p i l ə
spile,spilsch,"V;IND;SG;2;PRS
",3e-05,0.0001233333333333,ʃ p i l ʃ
spile,spilt,"V;IND;SG;3;PRS
",0.00019,0.0001233333333333,ʃ p i l t
spile,spiled,"V;IND;PL;1;PRS
",0.00011,0.0001233333333333,ʃ p i l ə d
spile,spiled,"V;IND;PL;2;PRS
",0.00011,0.0001233333333333,ʃ p i l ə d
spile,spiled,"V;IND;PL;3;PRS
",0.00011,0.0001233333333333,ʃ p i l ə d
spile,spili,"V;SBJV;SG;1;PRS
",5e-05,0.0001233333333333,ʃ p i l i
spile,spilisch,"V;SBJV;SG;2;PRS
",0.0,0.0001233333333333,ʃ p i l i ʃ
spile,spili,"V;SBJV;SG;3;PRS
",5e-05,0.0001233333333333,ʃ p i l i
spile,spilid,"V;SBJV;PL;1;PRS
",0.0,0.0001233333333333,ʃ p i l i d
spile,spilid,"V;SBJV;PL;2;PRS
",0.0,0.0001233333333333,ʃ p i l i d
spile,spilid,"V;SBJV;PL;3;PRS
",0.0,0.0001233333333333,ʃ p i l i d
springe,springe,"V;IND;SG;1;PRS
",0.00028,4.666666666666669e-05,ʃ p r i ŋ ə
springe,springsch,"V;IND;SG;2;PRS
",0.0,4.666666666666669e-05,ʃ p r i ŋ ʃ
springe,springt,"V;IND;SG;3;PRS
",0.00011,4.666666666666669e-05,ʃ p r i ŋ t
springe,springed,"V;IND;PL;1;PRS
",3e-05,4.666666666666669e-05,ʃ p r i ŋ ə d
springe,springed,"V;IND;PL;2;PRS
",3e-05,4.666666666666669e-05,ʃ p r i ŋ ə d
springe,springed,"V;IND;PL;3;PRS
",3e-05,4.666666666666669e-05,ʃ p r i ŋ ə d
springe,springi,"V;SBJV;SG;1;PRS
",1e-05,4.666666666666669e-05,ʃ p r i ŋ i
springe,springisch,"V;SBJV;SG;2;PRS
",0.0,4.666666666666669e-05,ʃ p r i ŋ ɪ ʃ
springe,springi,"V;SBJV;SG;3;PRS
",1e-05,4.666666666666669e-05,ʃ p r i ŋ i
springe,springid,"V;SBJV;PL;1;PRS
",2e-05,4.666666666666669e-05,ʃ p r i ŋ i d
springe,springid,"V;SBJV;PL;2;PRS
",2e-05,4.666666666666669e-05,ʃ p r i ŋ i d
springe,springid,"V;SBJV;PL;3;PRS
",2e-05,4.666666666666669e-05,ʃ p r i ŋ i d
sueche,sueche,"V;IND;SG;1;PRS
",0.00217,0.0003333333333333,s u ə x ə
sueche,suechsch,"V;IND;SG;2;PRS
",0.0002,0.0003333333333333,s u ə x ʃ
sueche,suecht,"V;IND;SG;3;PRS
",0.00068,0.0003333333333333,s u ə x t
sueche,sueched,"V;IND;PL;1;PRS
",0.00018,0.0003333333333333,s u ə x ə d
sueche,sueched,"V;IND;PL;2;PRS
",0.00018,0.0003333333333333,s u ə x ə d
sueche,sueched,"V;IND;PL;3;PRS
",0.00018,0.0003333333333333,s u ə x ə d
sueche,suechi,"V;SBJV;SG;1;PRS
",0.00019,0.0003333333333333,s u ə x i
sueche,suechisch,"V;SBJV;SG;2;PRS
",0.0,0.0003333333333333,s u ə x i ʃ
sueche,suechi,"V;SBJV;SG;3;PRS
",0.00019,0.0003333333333333,s u ə x i
sueche,suechid,"V;SBJV;PL;1;PRS
",1e-05,0.0003333333333333,s u ə χ i d
sueche,suechid,"V;SBJV;PL;2;PRS
",1e-05,0.0003333333333333,s u ə χ i d
sueche,suechid,"V;SBJV;PL;3;PRS
",1e-05,0.0003333333333333,s u ə χ i d
troue,troue,"V;IND;SG;1;PRS
